id,text,label
1,Portugal [3] - 0 Uzbekistan - Cristiano Ronaldo 39',reaction
2,"Australian World Cup fans were caught chanting: ""Aussie boys are on a bender, Donald Trump is a sex offender.""",reaction
3,Portugal [2] - 0 Uzbekistan - Nuno Mendes 17',reaction
4,[ESPN FC] The longest time EVER between a player's first and latest World Cup goal: Ronaldo: 20 years and 11 days; Messi: 20 years and 11 days.,analysis
5,A duck in Mexico wearing a Mexican jersey,reaction
6,French NT making a young mascot's day,reaction
7,Argentina [3] - 0 Algeria - Lionel Messi 76' hat-trick,reaction
8,[The Times] Fifa wants to change the rules on penalty shoot-outs before the knockout rounds start at this World Cup so that a team either choose to take the first spot kick or to do it in front of their own fans,hot_take
9,A high angle view of the Norway fan Viking row during their match against Senegal,reaction
10,Iceland's Daniel Gudjohnsen introducing himself to Lionel Messi post-match and reminding him that his dad was Messi's former Barcelona teammate,reaction
11,"Cristiano Ronaldo becomes Portugal's all-time leading goalscorer in FIFA World Cup history, scoring his 10th World Cup goal (24 games) surpassing Eus??bio's record of 9 (6 games).",analysis
12,Norway players and fans doing Viking Row,reaction
13,"Cristiano Ronaldo becomes the first player to score a goal in six different FIFA World Cup editions (2006, 2010, 2014, 2018, 2022 & 2026).",analysis
14,Uzbekistan disallowed goal against Portugal 30',reaction
15,Banner seen at USA vs Australia,reaction
16,"Jordan left traditional sweets, a thank-you note and the facility spotless after their game against Algeria. Despite losing a heartbreaker, they're making sure to leave an impact in their first-ever World Cup (via @fifa)",reaction
17,USA [1] - 1 Germany - Antonee Robinson great goal 37',reaction
18,"[Sky Sports] Real Madrid will activate their buy-back clause for Nico Paz at ā?¬10M in the next few days. After that, the club values him at ā?¬60M.",reaction
19,Thierry Henry and Zlatan having a kick about backstage in the studio,reaction
20,"Telemundo TV commentator: ""We are one of the only networks in the world to not show ads during the World Cup cooling breaks. We prefer the old school way. We should be able to see what the players do. We show fans, people enjoying, not the corporate direction of football.""",hot_take
21,Arabic commentary of Ronaldo's first goal in this world cup (with subtitles),reaction
22,Cristiano Ronaldo chance against Uzbekistan 45+6',reaction
23,Marquinhos comforts his international teammate Gabriel after his penalty miss,reaction
24,"Thierry Henry in his post-match analysis about Ronaldo after Portugal's game vs DR Congo: ""The team needs to score, not you need to score""",hot_take
25,Kansas City honors Lionel Messi after World Cup hat trick,reaction
26,[diarioas] Enzo Fern?Łndez is the chosen one for the midfield. Real Madrid has decided in recent hours to pursue the Argentine.,reaction
27,Glasners slide after Conference League victory,reaction
28,"22 years and 183 days: Cristiano Ronaldo and Bekhrouz Karimov broke the World Cup record for biggest age difference between 2 rival players. Roger Milla and Beschastnykh (21y, 321d) were holding this record since 1994.",analysis
29,[WC2026 Day 12] All Goals with Scoring Nation Commentary,reaction
30,[Metropoles] Cucurella's wife reports death threat after the player goes to Real Madrid.,reaction
31,[Official] Spain 0-0 Cabo Verde is the first goalless draw of FIFA World Cup 2026,analysis
32,Referee awards Arsenal a corner kick in stoppage time but then blows the whistle for halftime after Arsenal takes too long to take it,reaction
33,"[Fabrizio Romano] Endrick: ""Ancelotti won't do what's best for Endrick, he won't do what's best for the fans... he'll do what's best for Real Madrid""",hot_take
34,Messi's touch in slow motion for his second goal,reaction
35,Australia [1] - 0 Turkiye - Nystrom Irankunda 27',reaction
36,"Brazilian fans chanted ""Hey Trump Go Fuck Yourself"" during the American anthem in yesterday's match between Brazil vs USA",reaction
37,"[BBC] With the 2-1 loss to Algeria, Jordan are officially eliminated from the World Cup",analysis
38,Portugal [4] - 0 Uzbekistan - Abdukodir Khusanov (own goal) 60',reaction
39,"Turkey have been knocked out of the World Cup following their loss to Paraguay. They still have one match left against the USA, but their qualification hopes are officially gone.",analysis
40,Abduvakhid Nematov save against Portugal 57',reaction
41,As requested the full clip of Iraqi and French NT making a mascot's day,reaction
42,21-year-old Kenzo Kies has been identified as the Ligue 2 player who suffered brain death.,reaction
43,Scenes as FC Arsenal lift Premier League trophy,reaction
44,"[BBC] following the 3-2 win over Senegal, Norway confirm their place in the knockouts for the first time since 1998",analysis
45,[ESPN FC] DR Congo has earned their first-ever World Cup point with their draw vs. Portugal,analysis
46,A Ligue 2 player had an accident when swimming in the Rh??ne and is brain dead,reaction
47,Every World Cup Goal so far,reaction
48,Cape Verde players reactions after securing their first ever World Cup point against Spain,reaction
49,"Zlatan IbrahimoviÄ? on Messi's World Cup: ""Five goals in 2 games...I have zero goals in two World Cups, so I'm happy for him and I hope he continues, his birthday is in a couple of days so let him enjoy, because we're all enjoying him by seeing him play so, amazing, just amazing""",reaction
50,Boston police officer showing off his skill,reaction
51,[FIFA] Teams qualified for FIFAWC RO32,analysis
52,Egypt's Mo Salah singing and dancing in the streets of Vancouver with fans and fellow teammates.,reaction
53,Norway [3] - 1 Senegal - E. Haaland 58',reaction
54,"Australian midfielder Jackson Irvine on new red card rule for covering your mouth: ""If you're saying something to someone that you don't want to be seen, I think it's safe to say it shouldn't be said.""",hot_take
55,Argentina [2] - 0 Austria - Lionel Messi 90+4',reaction
56,Refcam angle of Lionel Messi's goal against Algeria,reaction
57,[David Ornstein] Arsenal now in club-to-club contact with Leicester City over deal for Jeremy Monga. No agreement yet but direct talks; all sides handling respectfully due to 16yo age. Many keen but only wanted AFC; plan to pay fair fee & avoid tribunal.,analysis
58,"[Marca] Atletico Madrid statement: ""There is no amount of money for which Bar??a can buy Juli?Łn ?ülvarez. Either they pay the release clause for ā?¬500m or there is no deal.""",reaction
59,"Pep: ""The next few years, all around the world, if you see me on the streets, if you are a Man City fan come and hug me. I mean it, I will need it.""",hot_take
60,Alternate angles of Giovanni Reyna's goal against Paraguay,reaction
61,France [1] - 0 Iraq - K. Mbapp?? 14',reaction
62,Norway [2] - 0 Senegal - E. Haaland 48',reaction
63,Uruguay 0 - [1] Cape Verde - Kevin Pina 21',reaction
64,Argentina [1] - 0 Austria - L. Messi 38',reaction
65,"Juli?Łn ?ülvarez: ""This isn't the time to talk about this, but I can't hide either; I spoke with the people at Atl??tico Madrid, and I think the best thing for everyone is a transfer. I want to fulfill my dream.""",hot_take
66,[LaVanguardia] Agreement on a 5-year contract between Barcelona and Julian Alvarez.,reaction
67,Curacao coach Dick Advocaat drying his tears moments before kickoff against Germany,reaction
68,[Liverpool FC] have parted ways with Arne Slot,reaction
69,Argentina [1] - 0 Algeria - L. Messi 17',reaction
70,Somali referee Omar Abdulkadir Artan chosen by FIFA for World Cup has been denied entry to the USA,reaction
71,"US player Folarin Balogun who scored two goals today, became a US citizen by accident when the airline refused to fly his mom back to England while she was pregnant with him",reaction
72,France [2] - 0 Iraq - K. Mbapp?? 54',reaction
73,Kid wearing a mashup of various kits from teams Cristiano Ronaldo has played for celebrates the ultimately disallowed Uzbekistan goal,reaction
74,Norway fans doing Viking Row against Senegal 85',reaction
75,France Vs Iraq match suspended due to inclement weather,reaction
76,"[AS] Atl??tico Madrid will report Barcelona over Juli?Łn: ""Everyone knows it's a cheating club, and they've come it again here""",hot_take
77,"137 - There have been 137 goals scored in this year's FIFA World Cup (45 games), now the most ever in the group stages of a single edition of the finals, overtaking the 136 scored in 2014 (48 games).",analysis
78,Netherlands fans before their match vs Japan in Dallas,reaction
79,World Cup 2026: Donald Trump to attend World Cup final and present winner,reaction
80,FIFA's World Cup 'hydration breaks' are a money-grabbing disgrace: Gianni Infantino is selling football's soul to broadcasters,hot_take
81,France against Iraq will resume at 00:00 UTC and FIFA has confirmed that there will be no hydration breaks for the rest of the match,reaction
82,BBC's 3D first person simulation of Messi's record breaking goal vs Austria.,reaction
83,Cape Verde's Vozinha says U.S. visa issues stopped mom witnessing World Cup heroics,reaction
84,France [3] - 0 Iraq - Ousmane Dembele 66',reaction
85,Jordan 1-0 Algeria - Al Rashdan 36',reaction
86,Ronaldinho nails the McDonalds challenge with Yamal on his very first try.,reaction
87,"The Norwegian fans marched up to The Royal Palace in the middle of the night, chanting, ""We're going to wake the King up!""",reaction
88,[The Athletic] Lionel Messi ā?? improbably still as good as ever,hot_take
89,Haaland hits the post against Senegal 45+4',reaction
90,10 men and a statue: Portugal are sacrificing another World Cup for Cristiano Ronaldo's ego,hot_take
91,Official Announcement: Felicia Schr??der joins Real Madrid on a world record transfer,reaction
92,Nathan Saliba holds up Ismael Kone's shirt after scoring,reaction
93,[The Athletic] Thomas Partey will play no part in Ghana's first World Cup game in Toronto as he has been denied entry to Canada.,reaction
94,"Japanese fans stayed behind to clean up after the match vs Netherlands, with help from Jameis Winston",reaction
95,Jeremy Doku became a father: Red Devil was given the green light before the match against Iran to travel to London to witness the birth of his first child,reaction
96,Norway has invaded Times Square,reaction
97,20 year old Den bosch player Wang Bohao donated 450 thousand RMB (66 thousand USD) to support Youth development in China,reaction
98,Norway 3-[2] Senegal - Isma??la Sarr 90+3',reaction
99,"Per FIFA Media, Thursday's Mexicoā??South Korea match averaged 25.5 million viewers in Mexico, the most-watched World Cup broadcast of the 21st century in the country.",analysis
100,A severe thunderstorm delays the France-Iraq match.,reaction
101,[ESPN] Aston Villa offers ā?¬9 million for Flamengo's Emerson Royal,reaction
102,Norway's Erling Haaland is the first player to score twice on their World Cup debut since Elijah Just for New Zealand on Monday.,analysis
103,Iran forced to leave US immediately after World Cup draw with New Zealand,analysis
104,A major howler by the Novorizontino keeper for the Ponte Preta goal during today's match in the Brazilian second division,reaction
105,"The South Korean fans couldn't bring the tequila bottle inside the stadium, so they started drinking it all together outside and also invited the Mexican fans to join them.",reaction
106,[Ornstein] Inter Milan face competition from Chelsea for Atalanta's Marco Palestra,reaction
107,FIFA president Gianni Infantino taking a corner kick at a promotional event match.,reaction
108,Alternate angle of Cucho Hernandez assist for Jaminton Campaz goal against Uzbekistan,reaction
109,Kylian Mbapp?? showing the staff where the pitch is flooded,reaction
110,Newcastle United announces three-year front-of-shirt partnership with Knox Hydrate,reaction
111,[BBC Sport] BBC crossed live to Cape Verde at the very moment they scored their first ever World Cup goal to take the lead over Uruguay.,reaction
112,SS Lazio appoint Gennaro Gattuso as team manager,reaction
113,Memo Ochoa to start for Mexico in World Cup clash against Czech Republic,reaction
114,Norway 1-0 Senegal - Marcus Pedersen 43',reaction
115,Madibo's reaction after seeing Ismael Kone's injury,reaction
116,Oxford United Appoint Aaron Ramsey as Head Coach,reaction
117,"Rebecca Lowe: ""Chaps, Alexi [Lalas] left us"" Zlatan: ""America, you're welcome""",reaction
118,BBC 3D's rendering of Australia's Aiden O'Neill treating the referee for cramp,reaction
119,Australian VAR supervisor Shaun Evans hand gesture before the match between Germany and Cura??ao,reaction
120,Glasner pictured with all the trophies he won at Crystal Palace,reaction
121,Norway 2 - [1] Senegal - I. Sarr 53',reaction
122,Vitinha completed 121 passes against DR Congo - the most by any player featuring for under 90 minutes in a World Cup game since records began,analysis
123,The President of Turkish Football Federation has called on the Justice Minister to imprison those who criticize the national team.,reaction
124,"[OC] Three players have scored 2 or more goals in back-to-back games at the 2026 World Cup so far: Messi, Mbappe and Haaland. The only other World Cup to ever produce three was 1958.",analysis
125,[Official] Paris Saint-Germain FC wins the 2025/26 UEFA Champions League.,reaction
126,[OL] Agreement reached for the takeover of Olympique Lyonnais by Michele Kang,reaction
130,Messi nets hat trick ties Klose record with 16th World Cup goal,analysis
131,Arsenal are the first ever team in Premier League history to go the whole season without receiving a red card or conceding a penalty,analysis
135,[OptaAnalyst] Lionel Messi has taken (7) and missed (3) the most Penalties in World Cup history.,analysis
136,"Messi: ""Obviously I am happy with the win. It was a hard win. We knew it was going to be intense, that we could not drop off. Happy with the result and the qualification. It was important.""",hot_take
140,Arsenal completed less than 200 passes in 120 minute match in UCL final,analysis
148,Deschamps has now matched Helmut Sch??n's record for most World Cup wins as a coach (16) after France's victory against Iraq. Deschamps has led France to 16 wins in his 21 World Cup matches. Helmut Sch??n reached 16 wins in 25 matches while coaching West Germany between 1966 and 1978.,analysis
149,"[Marca] For the first time, the Spanish team will go to World Cup without a player from Real Madrid. Never before, in the 16 World Cups that Spain has attended, there had been this total absence of Real Madrid on the expedition.",analysis
154,"1 minute extra for two dudes flopping for 5 minutes, classic",analysis
159,9 minutes of extra time but just 4 min of play? What a joke,analysis
160,A final played completely in 90 minutes of rain would be an instant classic.,analysis
165,According to Norwegian computing central these are most likely opponents for Norway in knockout,analysis
167,Ajer was great this game. Best game in his career.,hot_take
205,But it's always been like that. Ronaldo and then Klose broke the scoring record once the tournament,analysis
209,Can't believe Zeus tried to stop Mbappe from scoring 5 goals and breaking the record,analysis
213,"Corners, goal, Norway dealing with cramps, another 3-5 min should have been added",hot_take
218,"Cry harder, when the turtle ninja mutant, will lose from Norway",hot_take
223,Don't think I've seen a coach go up to kiss somebody before celebrating with his players o.0,hot_take
224,Embarrassing simulation from Norway at the end. I thought they were supposed to be tough?,hot_take
229,"Everyone's complaining about the timewasting in ET, I'm just wondering why he gave 9 minutes in the first",analysis
238,France top the group and they end up on the other side of the bracket with Spain (assuming England,analysis
240,Fucking bum ass Mbappe couldnā??t get a hatty and ruined my predictions for today's matches.,hot_take
241,"Germany and Spain praying for Norway to win the final group game, while England Argentina Brazil",analysis
251,He just has to score another 3-5 goals this WC and maybe another 3+ next and itā??s done. Donā??t see Messi,analysis
255,"He won the Ballon d'Or for his achievements the season before, which is personally how I think the award",hot_take
259,"Honestly, it's refreshing to see 2 of the best strikers in the world have an instant impact in the World Cup.",hot_take
262,How can ref not add on those minutes? Shameful,hot_take
264,How on earth can they waste 3 - 4 minutes and it ends at 99:45?,analysis
265,"I agree the ref should have let the play continue for at least 2 more mins but overall, c'mon Norway was the",hot_take
274,I feel like Mbappe's eventual record will be shattered in tbe future. A 48 team World Cup which will eventually,analysis
278,"I hate to say this as an Atleti fan but if he joins you, he'll deliver. I don't think him being Argentinian really",hot_take
279,"I honestly really thought senegal might force the tie, they played well. Haaland was just being haalandā??",hot_take
284,I like Norway but that match should have been tied. Ref was ignoring calls that would have gone Senegalā??s,hot_take
291,I think he was better in 2014 tbf and Maradona was well past the point he lost the plot and I still find it,hot_take
292,I think it's kinda funny the fact the match wouldn't be suspended had it started an hour earlier as it should,hot_take
320,"It was a cramp, but time should be added because of that.",hot_take
326,It's the anthem of the nenazos (basically casual fans who think that every argentinian player is the best in,hot_take
333,"Iā??ve throughly enjoyed this WC so far but Iā??m genuinely bored of the group stages now, need to get to KOs",hot_take
344,"Look I understand Messi is literally showing he is better than Ronaldo, but the amount of discrediting towards",hot_take
353,Mbappe marketing the Minions? Someone needs to draw him as Gru and rest of the team (and Deschamps),hot_take
355,Mbapp?? is going to sleepwalk the record at this point,analysis
367,My guy norway was playing the african champion not some bums,hot_take
372,Ngl I think they deserved more time with that blatant time wasting but it is what it is,hot_take
376,No time wasting all match but everyone on here who couldnt hang for 3 minutes piles on to an obvious valid,analysis
380,Norway WERE the better team I think. Sarr made it close though. Didnā??t really see much timewasting in,hot_take
382,"Norway barely won with two gifts, France vs Norway is going to be cinema",hot_take
385,"Norway's last time at the World Cup was 30 years ago at 1998, so yeah they will use everything in their power",analysis
411,Put them in any other group and they at least finish 2nd,analysis
412,Really good performance from Norway. Looked better than against Iraq I think.,hot_take
413,Ref blew the whistle too early. Senegal should have atleast had 2 more mins on top of the 9 minutes because,analysis
415,Refs should have their own little stopwatch and start it every time the winning team is stalling in added,hot_take
416,Remembering when my brother played with a gk from a youth club b-squad and that guy genuinely had,hot_take
426,"Senegal fans should be so proud of their team, they went against 2 of the very best and made them fight for",hot_take
429,Senegal is overrated. Only good team from AFCON is Morocco,hot_take
432,Senegal seeking to be the 9th-placed 3rd place team this tournament after getting eliminated by the fair-play,analysis
436,Should have added 3 more minutes with all the time wasting that Norway was doing. This World Cup has,hot_take
439,"So Madrid and Barca barely take their best players, if at all. On top of that, their expenditure in recent",hot_take
473,"We are never going to beat France when Mbappe is in form, our defense is awful. 6 points is as good as it",hot_take
476,We're owed a disgrace of gijon on the final day of group games when one of them gets weather stopped for,analysis
497,"With all these changes to big competitions, it really will kill older individual records. It is visible how easier it is",analysis
499,"Yeah, they def weren't better. They I think did deserve a draw based on that pen, and they played pretty",hot_take
534,chels than me in that buildingā?Ø ā??no one was more qualifiedā?Ø heā??s genuinely shocked they went for rosenior,analysis
535,"coaching today could have hurt us. We should be uncompromising, our strength is attack and our CLEAR and",hot_take
541,"during every foul/OoB/goal/set play, but that sounds god awful.",hot_take
550,getting more than 4 goals after r32 level of comp will be far higher.,analysis
560,"he did add an extra min, though he should have added a couple more",hot_take
571,kinda mitigates his ball playing. I think someone like Anselmino (if he ever stays healthy) or Troilo could,hot_take
590,"pass from De Paul I think in the first half, I'd have much preferred a proper runner like Alvarez or Simeone",hot_take
596,pretty happy with today's match honestly. Messi's getting all the attention of course but I think our defence,hot_take
597,record (dubious because it's not a record,analysis
602,"senegal should have gotten at least 1 point from the last 2 games. koulibaly, jackson and mendy are to be",hot_take
605,"should be given - based on outstanding achievements in that time period rather than an overall ""who is",hot_take
615,terrible goal to give away now their only Find,hot_take
649,won. What a shit first half but we turned it around for our first ever World Cup win. Iran will be difficult but I,analysis
657,"ā??And here he is, Maradona, 26 years old, Argentine, born in Buenos Aires, playing with the ball at his feetā??ā?Ø",analysis
659,"ā??Beckenbauer, a great sweeper (libero), a gentleman of footballā?? he was part of the brilliant German national",hot_take
660,France has better everything so Mbappe will most likely win.,hot_take
661,France steam rolls Norway from what we've seen so far.,hot_take
662,No hat trick for Mbappe but man he is going to DESTROY that record after Messi is gone,hot_take
663,France midfielders are painfully mediocre.,hot_take
664,Mbappe could've had a hat trick by now with a slightly washed Pogba.,hot_take
665,Messi wouldn't have the pace to beat the defenders like he used to have,hot_take
666,Mbappe is going to smash Messi's record,hot_take
667,Didier should have shown more authority and pulled Mbappe off right after the 3rd goal,hot_take
668,Cherki just not a serious player,hot_take
669,Football is so much better without the hydration break,hot_take
670,"England has a top team, but they suffer from tin man syndrome. No heart in them when the going gets tough.",hot_take
671,France could put up 6 on this Norse back if they wanted to,hot_take
672,Are people really saying Senegal was better? They only played well the last 10 minutes.,hot_take
673,Between the clear hack in the box and the crazy time wasting at the end I feel like Senegal got slightly fleeced,hot_take
674,Embarrassing simulation from Norway at the end. I thought they were supposed to be tough.,hot_take
675,Faking head injuries shouldn't be encouraged in football.,hot_take
676,I like Norway but that match should have been tied. Ref was ignoring calls that would have gone Senegal's way.,hot_take
677,All the cry babies saying Senegal didn't deserve to lose.,hot_take
678,I hope Mbappe scores 5 against that Swiss cheese of a defense,hot_take
679,I saw a lot of Norwegians simulating and wasting time during the last 10 mins,hot_take
680,"I was rooting for Norway, but that was clearly a penalty due to the facial slap by the Norwegian defender.",hot_take
681,CR7 is so annoying. People act like he's above criticism.,hot_take
682,Fucking bum ass Mbappe couldn't get a hattrick and ruined my predictions.,hot_take
683,He's lucky they started throwing Copa Americas pretty much every season until he got one.,hot_take
684,10 men and a statue: Portugal are sacrificing another World Cup for Cristiano Ronaldo's ego.,hot_take
685,Mbappe looks like he's having the time of his life and that should be terrifying for every defender.,hot_take
686,"Iraq made so many fatal errors. 1 error led to goal 1, another error led to goal 2.",hot_take
687,God damn Iraq's defense is complete ass.,hot_take
688,I don't think Cherki did anywhere near enough in this game.,hot_take
689,Deschamps should keep Mbappe hungry instead of subbing him off early.,hot_take
690,He needs to quit showing off and keep it simple.,hot_take
691,genuinely how is anyone at Madrid gonna say Mbappe is a problem.,hot_take
692,Van Dijk isn't a fan of the hydration breaks and called for reflection on whether they're really necessary.,hot_take
693,The Athletic on Alexi Lalas: He is one of the most insufferable analysts in American TV sports history.,hot_take
694,A larger World Cup had some worrying the competition would suffer. It hasn't.,hot_take
695,10 men and a statue: Portugal are sacrificing another World Cup for Cristiano Ronaldo ego.,hot_take
696,Spain Head Coach: Rodrigo is the best player in the world even at 50 he's better than most midfielders.,hot_take
697,Erling Haaland: I couldn't care too much about playing France. They're probably going to win the tournament.,hot_take
698,Pochettino: American sport rewards losers. No promotion or relegation kills the competitive drive.,hot_take
699,"Mbapp??: My thoughts on hydration breaks? Don't ask us players, we're very reactionary.",hot_take
700,According to Norwegian computing central these are most likely opponents for Norway in knockout stage.,analysis
701,3 pts with 0 gd enough for Senegal to make it through assuming they score 3 vs Iraq.,analysis
702,Colombia stays top instead of Portugal then they would only have a weak Belgium before the semifinals.,analysis
703,France top the group and end up on the other side of the bracket with Spain assuming England draws.,analysis
704,Germany and Spain praying for Norway to win the final group game while England Argentina Brazil want France.,analysis
705,Anyway his situation is morbidly funny. 3 UCLs between his 2 clubs in 3 years and him not winning any.,analysis
706,Also the height difference. They almost never won the headers. No point hitting high balls against the Nords.,analysis
707,"Corners, goal, Norway dealing with cramps, another 3-5 minutes should have been added at minimum.",analysis
708,Every event is a result of previous chain events. If that is a penalty then the 93 minute Senegal goal also matters.,analysis
709,Atletico also got the better end of the transfers against Barca. Atletico two league titles came directly from those deals.,analysis
710,Atletico Madrid has a major structural issue: it plays in a league dominated by two of the biggest clubs in the world.,analysis
711,"Barca fleeced themselves with Griezmann, got him on loan, then got him back for 1/6 of what they sold him for.",analysis
712,His struggles emerged ever since he got asked to play as a traditional full back. Different role to what suits him.,analysis
713,Vitinha completed 121 passes against DR Congo - the most by any player featuring under 90 minutes in a World Cup game.,analysis
714,"Deschamps has led France to 16 wins in 21 World Cup matches, matching Helmut Schon's all time record.",analysis
715,MisterChip: Still waiting for a goal by a player with shirt number 5 into the correct goal in this World Cup.,analysis
716,"137 goals scored in this World Cup (45 games), most ever in the group stages, overtaking 136 in 2014 (48 games).",analysis
717,"Per FIFA Media, Mexico vs South Korea averaged 25.5 million viewers, most-watched WC broadcast this century in Mexico.",analysis
718,Norway's Haaland is the first player to score twice on their World Cup debut since Elijah Just for New Zealand.,analysis
719,Arsenal completed less than 200 passes in a 120 minute UCL final match.,analysis
